Data Medicao;PRECIPITACAO TOTAL, DIARIO (mm);TEMPERATURA MAXIMA, DIARIA (C);TEMPERATURA MEDIA, DIARIA (C);TEMPERATURA MINIMA, DIARIA (C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (%);
2012-03-26;0;27,5;20,779167;16,7;78,291667;50;
2012-03-27;1,6;21,2;18,854167;17,2;65,541667;35;
2012-03-28;0;20,6;15,804167;11,2;54,041667;33;
2012-03-29;0;24,9;16,816667;10,1;59,291667;26;
2012-03-30;0;26,4;18,975;13,2;62,875;40;
2012-03-31;0;28,4;21,183333;16,2;72,625;48;
2012-04-01;0;29,7;22,670833;17,1;68,291667;38;
2012-04-02;0;30,4;22,970833;17,1;67,166667;31;
2012-04-03;0;30,2;22,495833;16,6;71,5;39;
2012-04-04;0;33,1;24,554167;18,7;68,791667;29;
2012-04-05;,4;25,5;20,504167;20,8;79,541667;62;
2012-04-06;10,6;24,6;20,129167;17,5;69,833333;40;
2012-04-07;0;26,3;18,8875;13,6;67,291667;32;
2012-04-08;,2;29,5;20,541667;14,2;65,666667;28;
2012-04-09;0;26,9;21,741667;18,4;78,75;56;
2012-04-10;0;26;22,979167;20,9;80,875;68;
2012-04-11;,2;28,8;24,629167;22,6;78;55;
2012-04-12;0;26;22,116667;21;87,291667;71;
2012-04-13;,2;26,3;21,925;18,8;77,625;61;
2012-04-14;28,4;22,6;19,808333;19,4;90,958333;81;
2012-04-15;12,4;25,2;19,6875;17,3;79,833333;50;
2012-04-16;,2;25,5;19,320833;15,5;81,958333;58;
2012-04-17;0;28;21,566667;17;73,833333;43;
2012-04-18;0;28,9;21,9625;17;76,958333;44;
2012-04-19;0;23,9;21,208333;18,3;78,25;67;
2012-04-20;0;28,9;22,604167;18,6;74,125;41;
2012-04-21;0;26,7;20,291667;16,5;80,041667;53;
2012-04-22;,6;20,5;16,695833;13,3;64,041667;45;
2012-04-23;0;21,2;15,529167;10,5;65,791667;44;
2012-04-24;0;18,5;14,758333;11;59,791667;40;
2012-04-25;0;20,3;14,295833;8,6;68,666667;50;
2012-04-26;0;20,1;17,0375;14,2;83,625;66;
2012-04-27;4,4;19,9;15,408333;12,9;68,666667;44;
2012-04-28;0;18,1;13,279167;9,4;85,791667;65;
2012-04-29;18,6;17,4;14,920833;12,4;84,75;68;
2012-04-30;1,8;18;13,991667;12,2;70,666667;46;
2012-05-01;0;18,2;12,154167;9,1;81,375;67;
2012-05-02;,4;22,7;15,633333;10,2;79,291667;46;
2012-05-03;0;25,2;18,045833;11,3;74,5;51;
2012-05-04;,2;27,8;20,7875;15,6;77,833333;50;
2012-05-05;0;27,1;20,166667;15,9;77,708333;51;
2012-05-06;0;25,5;20,425;18;80,708333;53;
2012-05-07;,2;26,5;20,5125;16,4;82,291667;58;
2012-05-08;0;27,9;21,05;16,1;77,125;48;
2012-05-09;0;28,2;21,3375;15,5;69,875;42;
2012-05-10;0;28,3;21,858333;16,5;67,75;42;
2012-05-11;0;23;19,6375;16,9;81,25;67;
2012-05-12;20,4;19,8;16,7875;14,5;74,541667;45;
2012-05-13;0;18,1;12,729167;8,8;69,791667;43;
2012-05-14;0;20,1;12,8375;7,3;77,416667;51;
2012-05-15;0;22;15,35;9,8;78,666667;53;
2012-05-16;0;23,4;17,408333;13,7;78;49;
2012-05-17;0;23,2;18,45;16;74,25;54;
2012-05-18;0;25,7;18,45;13,3;71,791667;44;
2012-05-19;0;23,5;18,2125;13,2;73,666667;44;
2012-05-20;0;26,4;18,745833;12,7;76,125;44;
2012-05-21;,2;26;18,866667;13,3;76,416667;44;
2012-05-22;0;26,6;19,383333;13,4;72,708333;44;
2012-05-23;0;26,1;19,783333;15,3;73,416667;50;
2012-05-24;0;22,9;19,245833;17,1;81,916667;66;
2012-05-25;0;23,7;19,720833;17,3;83,875;62;
2012-05-26;0;23,6;18,9875;16,1;86,75;65;
2012-05-27;0;24,9;19,495833;16,5;84,291667;60;
2012-05-28;0;27;20,941667;16,7;82,083333;61;
2012-05-29;0;29,7;23,995833;19,4;77,416667;57;
2012-05-30;14,8;25,7;19,825;17,6;69,666667;34;
2012-05-31;0;19,6;14,0375;9,7;69;34;
2012-06-01;0;19,3;13,570833;9,2;70,833333;40;
2012-06-02;0;23,4;14,620833;8,1;79,291667;53;
2012-06-03;9,4;18,6;16,425;12,1;71,666667;38;
2012-06-04;1,4;16,2;12,754167;10,4;72,458333;47;
2012-06-05;,2;15,2;10,45;6,9;76,625;42;
2012-06-06;0;15,1;9,595833;4,8;74,833333;44;
2012-06-07;0;13,3;6,241667;2,1;59,208333;45;
2012-06-08;0;12,4;5,7875;1,4;73,5;39;
2012-06-09;0;15,8;7,591667;1,1;72,083333;34;
2012-06-10;0;17,6;10,620833;4,2;80,291667;56;
2012-06-11;,4;20,2;14,454167;8,5;84,541667;63;
2012-06-12;,2;24;16,308333;11,2;80,666667;58;
2012-06-13;0;28,8;19,741667;13;74,833333;48;
2012-06-14;0;29,8;21,8625;15,8;74,208333;50;
2012-06-15;0;25,5;20,7875;17,6;75,333333;58;
2012-06-16;0;19,5;16,375;16,5;86,708333;75;
2012-06-17;,4;17,4;14,0125;11,4;86,416667;76;
2012-06-18;11;18,4;16,066667;12,4;90,375;82;
2012-06-19;3;16,4;13,325;12,2;89,458333;76;
2012-06-20;0;13,6;11,733333;9,7;83,208333;72;
2012-06-21;0;20,7;13,808333;9,2;80,833333;58;
2012-06-22;,2;16,3;14,1625;11,6;89,5;81;
2012-06-23;1,2;19,2;12,9;8,5;80,583333;53;
2012-06-24;,2;23;14,291667;8,7;79,666667;51;
2012-06-25;0;17,4;14,2625;12,5;82,333333;67;
2012-06-26;0;22,8;16,233333;11,5;75,5;49;
2012-06-27;0;26,7;18,6;13,3;75,333333;43;
2012-06-28;0;27,6;19,629167;13,4;72,666667;45;
2012-06-29;0;30;22,408333;16,5;62,625;38;
2012-06-30;4,8;26,8;21,254167;17,5;77,208333;51;
2012-07-01;0;29,7;23,275;18,1;64,041667;35;
2012-07-02;0;30,6;23,25;16,3;59,125;39;
2012-07-03;0;26,4;16,6375;14,6;87,541667;53;
2012-07-04;0;29,2;20,716667;14,2;70,708333;36;
2012-07-05;0;24,7;16,233333;15;81,875;48;
2012-07-06;63,6;14,9;12,508333;11,7;94,666667;92;
2012-07-07;39;11,1;9,4375;7,9;83,625;67;
2012-07-08;,2;13,8;8,141667;2,9;71,583333;47;
2012-07-09;0;19,4;11,320833;4,8;76,625;45;
2012-07-10;,2;18,7;14,258333;7,3;87,958333;70;
2012-07-11;12,6;14,1;10,658333;8,4;80,375;56;
2012-07-12;0;13,7;9,15;5,7;75,5;49;
2012-07-13;0;17,4;11,041667;5,8;64,541667;37;
2012-07-14;0;17,1;10,983333;7,2;68,458333;44;
2012-07-15;0;12,5;8,533333;4,7;66,041667;49;
2012-07-16;0;14,8;10,3625;6,6;82,125;67;
2012-07-17;0;17,6;12,5;9,8;83,041667;63;
2012-07-18;0;16,2;12,125;9,4;74,291667;53;
2012-07-19;0;17,8;11,3875;6,5;77;51;
2012-07-20;0;20,2;12,2;6,5;77,791667;50;
2012-07-21;,2;23,3;15,154167;8,2;71,166667;41;
2012-07-22;0;18,8;13,9375;10,8;72,791667;47;
2012-07-23;0;24;15,745833;10,8;76,208333;50;
2012-07-24;,8;17,6;15,070833;13,1;91,208333;80;
2012-07-25;3,6;14,2;10,133333;6,4;71,208333;50;
2012-07-26;0;15,8;10,216667;5,6;76,375;52;
2012-07-27;0;16,7;10,695833;8;79,833333;57;
2012-07-28;0;19,2;11,4375;5,8;83,916667;62;
2012-07-29;24,8;16,4;14,545833;8,8;87,333333;68;
2012-07-30;0;16,1;10,929167;5,9;75,458333;61;
2012-07-31;,2;19,6;15,1375;8,7;78,916667;64;
2012-08-01;31,2;26,6;19,45;14,8;80,916667;56;
2012-08-02;0;28;20,445833;15,1;75,25;44;
2012-08-03;,2;29,9;21,8625;14,9;65,625;29;
2012-08-04;0;25,3;19,7;16,8;74,791667;50;
2012-08-05;,8;17;13,5625;11,9;87,625;72;
2012-08-06;0;19,1;11,8375;7,1;84;57;
2012-08-07;0;22,9;15,720833;9,1;74,083333;47;
2012-08-08;,2;26,5;18,625;12,2;69,166667;43;
2012-08-09;0;24,2;20,3125;16;67,666667;45;
2012-08-10;0;25,3;18,070833;12,6;73,208333;50;
2012-08-11;0;30,3;20,758333;15;74,125;35;
2012-08-12;0;30,4;21,854167;17,4;62,458333;36;
2012-08-13;6,6;18,7;16,491667;15;83,083333;68;
2012-08-14;1;27,3;18,604167;13,8;77,666667;44;
2012-08-15;0;31,2;22,095833;15,8;61,916667;32;
2012-08-16;0;29,2;22,625;16,5;65,083333;39;
2012-08-17;0;30,3;23,125;17,9;69,541667;42;
2012-08-18;0;29,4;22,825;17,8;60,416667;37;
2012-08-19;0;26,6;22,416667;18,7;63,333333;46;
2012-08-20;0;30,3;22,475;17,2;64,166667;34;
2012-08-21;,2;26,3;22,604167;19,1;66,916667;54;
2012-08-22;0;32,4;23,566667;17,5;65,666667;26;
2012-08-23;0;33;24,645833;19;49,166667;21;
2012-08-24;0;31,4;23,491667;16,5;50,583333;25;
2012-08-25;1,2;23,4;15,5875;13,1;73,25;51;
2012-08-26;15;12,9;9,833333;8,7;90,458333;64;
2012-08-27;23,6;15,9;12,304167;9,3;90,458333;75;
2012-08-28;6,6;15,3;13,470833;11,9;92,458333;85;
2012-08-29;5,6;17,1;null;12,4;87,285714;70;
2012-08-30;null;24,5;16,9;11,9;74,583333;47;
2012-08-31;,2;25,1;17,8375;12;76,958333;49;
2012-09-01;0;25,3;19,1125;15,5;76,708333;55;
2012-09-02;0;28,5;19,575;14,6;80,125;53;
2012-09-03;0;20,7;17,204167;15,1;70,541667;46;
2012-09-04;0;24,4;17,579167;12,7;63,583333;39;
2012-09-05;0;26,1;19,516667;14,2;64,041667;47;
2012-09-06;0;24,3;19,6125;16,4;76,25;58;
2012-09-07;0;32,4;22,504167;16,6;70,875;38;
2012-09-08;0;25,7;22,133333;20,8;74,75;56;
2012-09-09;,2;19,6;17,75;16,2;86,333333;76;
2012-09-10;41,8;16,7;14,995833;13,9;93,916667;92;
2012-09-11;13;21,2;17,495833;14,2;85,625;66;
2012-09-12;,2;20,9;17,641667;15,7;87,833333;72;
2012-09-13;,8;23,5;18,091667;14,8;79;49;
2012-09-14;0;28,8;20,179167;14,8;73,041667;42;
2012-09-15;0;27;21,141667;17,3;77,666667;53;
2012-09-16;5;21,3;19,508333;17,8;88,333333;77;
2012-09-17;27,8;27,8;19,841667;17;88,541667;54;
2012-09-18;84,6;20,2;18,9125;18,5;92,75;83;
2012-09-19;74,8;24;18,8;17,8;81,041667;50;
2012-09-20;,2;19,6;15,0875;11,5;59,833333;40;
2012-09-21;0;21,2;15,341667;11,1;66,791667;34;
2012-09-22;0;21,6;15,3375;9,2;58,291667;31;
2012-09-23;0;23,1;15,3125;8,2;63,291667;30;
2012-09-24;0;27,6;19,829167;12,8;64,166667;43;
2012-09-25;,8;22,5;13,0625;9,8;63,458333;35;
2012-09-26;0;15,1;10,529167;7,4;67,291667;55;
2012-09-27;,2;21,1;14,4;8,4;74,041667;38;
2012-09-28;0;21,5;16,3;11,5;69,083333;48;
2012-09-29;,2;20,3;17,095833;14;69,25;54;
2012-09-30;,8;28,6;20,725;14,5;69;39;
2012-10-01;15,6;22,4;18,904167;17,2;87,291667;66;
2012-10-02;3,4;21,8;17,795833;14,5;88,333333;69;
2012-10-03;22,6;24,2;20,208333;17,3;84,625;67;
2012-10-04;0;22,9;20,279167;18,6;85,458333;71;
2012-10-05;0;28,4;21,754167;17,8;81;58;
2012-10-06;0;33,6;24,25;18,8;75,916667;44;
2012-10-07;10,4;31,5;23,5375;20,4;81,791667;58;
2012-10-08;12,6;27,9;22,129167;19,8;83,375;58;
2012-10-09;0;22,1;19,975;19,4;91,75;79;
2012-10-10;10,4;20,7;18,25;18,7;92,083333;85;
2012-10-11;3,6;20,3;16,616667;14,6;75,166667;52;
2012-10-12;1;22,8;17,445833;13,4;71;49;
2012-10-13;0;24,4;18,1625;13,2;67,666667;40;
2012-10-14;0;26,4;19,05;14,3;63,708333;36;
2012-10-15;0;28,3;19,7875;14,6;63,75;34;
2012-10-16;0;29,5;23,041667;17,7;63,916667;46;
2012-10-17;0;25,2;21,725;18,3;60,083333;42;
2012-10-18;0;24,2;18,908333;14,6;65,083333;44;
2012-10-19;0;27,9;19,129167;12,7;69,083333;39;
2012-10-20;0;31,1;22,9125;16,3;69,5;36;
2012-10-21;0;28,6;23,329167;20;76;53;
2012-10-22;0;22,8;19,6875;19,7;90,375;75;
2012-10-23;26,2;27,4;21,55;18;68,333333;35;
2012-10-24;,2;24;19,066667;14,8;61,041667;35;
2012-10-25;0;26,4;20,5375;14,7;61,625;30;
2012-10-26;0;29,1;22,266667;17,6;74,833333;51;
2012-10-27;0;31,1;24,329167;19,8;73,875;50;
2012-10-28;0;27;23,308333;19,9;78,791667;63;
2012-10-29;0;28,9;22,933333;20,2;85,583333;62;
2012-10-30;14,8;28,7;23,975;20,9;81,125;59;
2012-10-31;,2;24,5;20,995833;18,5;70,208333;52;
2012-11-01;0;25,9;20,591667;16,7;70,791667;46;
2012-11-02;0;27,3;20,55;15,1;66,875;39;
2012-11-03;0;29,2;21,683333;16,2;70,958333;43;
2012-11-04;0;28,4;22,029167;18,3;74,166667;50;
2012-11-05;0;30,4;23,075;18,1;71,25;32;
2012-11-06;0;32;23,729167;15,9;57,875;19;
2012-11-07;0;33;24,195833;16,9;61,666667;20;
2012-11-08;0;32,5;24,979167;20;70,458333;37;
2012-11-09;0;33,8;26,991667;21,8;65,958333;39;
2012-11-10;0;33,2;27,008333;22,1;69,041667;44;
2012-11-11;0;28;23,879167;22;79,625;64;
2012-11-12;5;22,8;19,604167;19,1;85;59;
2012-11-13;7,2;23,7;18,1;14,1;76;51;
2012-11-14;0;24,7;19,258333;15,2;69,75;42;
2012-11-15;,4;26,2;20,408333;16,4;72,625;50;
2012-11-16;0;28,3;21,991667;16,8;66,416667;36;
2012-11-17;0;27,7;21,8875;17,7;68,625;40;
2012-11-18;0;31,8;23,475;17,6;59,75;30;
2012-11-19;0;28,9;23,325;19,4;68,958333;49;
2012-11-20;1,4;30,6;24,0375;20,1;69,875;36;
2012-11-21;0;28,8;22,354167;17,3;68,708333;45;
2012-11-22;0;34,8;25,066667;18,3;64,208333;36;
2012-11-23;4,2;28,4;24,35;21,4;78,833333;61;
2012-11-24;9,2;26;21,975;19;72,125;30;
2012-11-25;0;27;20,375;13,7;61,958333;32;
2012-11-26;0;29,9;22,016667;15,2;58,5;33;
2012-11-27;0;33;24,154167;17;58,833333;28;
2012-11-28;0;33,7;25,416667;19,5;53,083333;17;
2012-11-29;0;28,8;23,65;20;70,541667;52;
2012-11-30;0;32,7;26,458333;22,1;64;39;
2012-12-01;0;27,9;23,533333;23,3;74,958333;52;
2012-12-02;9;31;24,4875;19,2;61,583333;27;
2012-12-03;0;34,8;25,8625;17,7;58,083333;28;
2012-12-04;0;32,7;25,779167;20,9;72,916667;50;
2012-12-05;0;33,2;27,208333;22,7;70,416667;44;
2012-12-06;0;36,4;29,7625;24,4;58,5;36;
2012-12-07;0;32,8;28,266667;27,4;67,666667;53;
2012-12-08;15,2;29,6;24,225;20,5;61,416667;38;
2012-12-09;0;32;24,5;17,4;57;29;
2012-12-10;0;36,9;27,3875;18,1;50,333333;18;
2012-12-11;17,6;30,8;25,658333;20;67,041667;39;
2012-12-12;,2;26,3;22,658333;20,4;73,041667;59;
2012-12-13;5,8;27;23,791667;20,2;77,25;60;
2012-12-14;0;28,3;23,983333;20,2;63,208333;46;
2012-12-15;0;32,5;25,35;19,5;68,666667;45;
2012-12-16;0;35,6;26,570833;21,1;70,583333;31;
2012-12-17;8,2;32,3;25,366667;20,6;73,541667;46;
2012-12-18;0;31,9;25,345833;20,5;62,5;43;
2012-12-19;0;32,1;26,558333;22,8;68,625;47;
2012-12-20;0;38,2;27,5125;24,4;73,541667;37;
2012-12-21;45,8;23,6;21,6375;20,7;90,583333;83;
2012-12-22;16,2;27,6;22,175;17,5;70,625;49;
2012-12-23;0;33,6;25,320833;18,5;62,916667;39;
2012-12-24;0;37,3;29,566667;22,8;61,833333;39;
2012-12-25;0;39;32,875;27,8;52,291667;34;
2012-12-26;0;35,2;22,695833;23,2;84,833333;40;
2012-12-27;14;20,4;18,583333;18,7;87,791667;75;
2012-12-28;58,4;22,1;18,154167;15,9;91,541667;79;
2012-12-29;3,4;27,6;22,225;18,2;80,416667;61;
2012-12-30;0;33,8;25,5125;19,6;72,208333;45;
2012-12-31;0;35,1;27,770833;22,8;69,75;45;
2013-01-01;22,8;27;22,091667;19,7;79,541667;64;
2013-01-02;,8;25,6;20,083333;16,5;60,416667;45;
2013-01-03;0;28,6;21,533333;15,9;66,958333;42;
2013-01-04;0;32,1;24,8;18,5;63,75;36;
2013-01-05;0;30,5;24,520833;20,7;76,208333;51;
2013-01-06;7,2;29,9;25,433333;21,1;75,625;60;
2013-01-07;0;31;26,525;23,2;74,208333;48;
2013-01-08;65,6;29;24,279167;21,7;82,875;62;
2013-01-09;0;29,9;24,629167;21;76,916667;56;
2013-01-10;0;28,7;23,3625;18,7;68,958333;40;
2013-01-11;0;27,5;21,7875;16,5;65,166667;43;
2013-01-12;0;28,2;21,841667;16,8;64,375;42;
2013-01-13;0;29,4;22,929167;17,3;68,166667;45;
2013-01-14;0;29,7;24,325;19,8;69,25;48;
2013-01-15;0;28,9;24,183333;20,6;70,666667;54;
2013-01-16;0;31,1;25,095833;20,6;72,125;46;
2013-01-17;0;32,3;25,4875;20,1;70,625;46;
2013-01-18;,2;28,5;24,258333;22,4;74,083333;55;
2013-01-19;1,6;27,9;22,941667;19;72,666667;43;
2013-01-20;1,4;27,2;22,716667;20;64,666667;47;
2013-01-21;0;28,7;22,654167;18,2;63,916667;40;
2013-01-22;0;30,5;23,7625;19,1;65,291667;38;
2013-01-23;0;32,4;25,3875;19,3;58,625;24;
2013-01-24;0;34,8;26,5625;22,2;66,125;36;
2013-01-25;3,4;30,4;24,129167;21,5;72,333333;43;
2013-01-26;0;25,6;20,533333;16,3;55,083333;35;
2013-01-27;0;27,8;21,1375;14,4;57,75;32;
2013-01-28;0;31,3;23,695833;17,9;64,375;40;
2013-01-29;0;33,2;25,316667;19,2;68,291667;35;
2013-01-30;0;34,6;26,108333;19,9;64,125;35;
2013-01-31;0;36,5;27,020833;20,6;63,541667;22;
2013-02-01;0;37,8;28,720833;21,8;62,625;28;
2013-02-02;0;30,5;25,5625;25;72,916667;53;
2013-02-03;5;27,3;22,654167;21,2;80;61;
2013-02-04;4;27,3;21,5125;16,6;67,625;43;
2013-02-05;0;27,1;21,983333;17,3;64,541667;49;
2013-02-06;0;29,2;23,316667;19,8;69,083333;50;
2013-02-07;0;29,3;23,866667;20,6;65,458333;45;
2013-02-08;0;27,7;22,95;19,5;72,541667;55;
2013-02-09;,6;28,8;23,679167;21,1;80,541667;63;
2013-02-10;,6;31,6;24,9375;21,9;77,333333;48;
2013-02-11;,6;31,8;24,5375;20,7;76,458333;51;
2013-02-12;2;31,3;25,941667;22,5;75,541667;55;
2013-02-13;0;32,6;26,4125;23,4;73,958333;46;
2013-02-14;3,6;32,7;26,35;22,6;76,375;47;
2013-02-15;21,6;30,9;24,9625;22,2;84,375;58;
2013-02-16;,8;31,3;25,8375;22;77,291667;51;
2013-02-17;0;33,2;26,933333;22,2;73,125;50;
2013-02-18;0;31,2;25,866667;22,9;72,833333;56;
2013-02-19;0;27,8;24,4125;22,2;78,333333;68;
2013-02-20;0;31,5;25,245833;23,5;84,916667;57;
2013-02-21;null;30,3;25,516667;22,6;82,541667;59;
2013-02-22;null;null;null;null;62,692308;45;
2013-02-23;0;30,1;23,291667;18,9;69,5;51;
2013-02-24;0;33,3;25,854167;19,4;65,25;45;
2013-02-25;0;28,7;25,195833;22,8;75,333333;58;
2013-02-26;1,4;26,7;22,120833;18,4;67,041667;36;
2013-02-27;0;26,3;20,2;14,8;60,333333;36;
2013-02-28;0;27,2;20,891667;14,9;66,833333;45;
2013-03-01;0;31,8;23,604167;18;70,75;48;
2013-03-02;0;33,2;26,770833;21;60,958333;35;
2013-03-03;0;28,1;24,8875;23,2;74,458333;52;
2013-03-04;13,8;25,8;21,308333;18,6;83,041667;57;
2013-03-05;10;25,5;19,670833;16,7;78,583333;49;
2013-03-06;0;27,2;20,925;15,7;69,041667;44;
2013-03-07;0;31,3;22,995833;16,1;71,625;36;
2013-03-08;0;28,1;23,766667;21,1;84,708333;66;
2013-03-09;,8;27,3;null;21,3;86,058824;65;
2013-03-10;null;null;null;null;null;null;
2013-03-11;null;null;null;null;null;null;
2013-03-12;null;null;null;null;null;79;
2013-03-13;null;null;null;null;null;54;
2013-03-14;null;25,5;20,079167;16,4;68,708333;45;
2013-03-15;2,4;21,2;18,866667;17,5;87,416667;65;
2013-03-16;5;21,7;18,616667;17,3;84,541667;60;
2013-03-17;0;23,5;18,983333;15;66,125;43;
2013-03-18;0;23,1;18,254167;14,7;75,041667;57;
2013-03-19;,2;23,2;20,125;17,4;74,708333;59;
2013-03-20;8;20,7;19,133333;18,2;91,166667;74;
2013-03-21;11,8;27,4;21,566667;17,3;79,416667;56;
2013-03-22;0;27,6;22,0375;19,2;71,083333;43;
2013-03-23;0;27,2;20,8125;16,9;74,083333;49;
2013-03-24;0;25;19,675;15,8;75,291667;57;
2013-03-25;0;28,9;21,783333;16,2;70,625;42;
2013-03-26;0;26,4;20,241667;18,8;86,333333;55;
2013-03-27;9,8;25,2;19,7;16,5;81,958333;55;
2013-03-28;,6;25,9;null;18;79,15;51;
2013-03-29;null;27,5;null;null;67,125;46;
2013-03-30;0;30;22,654167;17,4;68,416667;38;
2013-03-31;0;31,8;23,941667;18,5;68,083333;38;
2013-04-01;0;28,7;22,783333;17;69,166667;42;
2013-04-02;,6;28,3;23,6875;20,6;81,583333;65;
2013-04-03;,2;31,1;25,070833;21,4;75,791667;49;
2013-04-04;51;29;23,641667;19,6;84;62;
2013-04-05;24,8;25,2;21,8875;19,3;72,916667;49;
2013-04-06;0;27,9;22,008333;17;67,625;46;
2013-04-07;0;24,8;20,433333;18,1;73,583333;58;
2013-04-08;0;24,2;19,591667;15,7;74,625;64;
2013-04-09;0;22,9;19,945833;17,7;74,416667;60;
2013-04-10;0;26,4;20,854167;17,1;75,291667;61;
2013-04-11;0;29;23,116667;18,4;76;48;
2013-04-12;18,8;25,5;21,158333;19,2;86,666667;66;
2013-04-13;2,4;21;17,691667;14,9;66,916667;42;
2013-04-14;0;20,3;14,891667;10,1;65,25;37;
2013-04-15;0;25,2;17,758333;11,5;65,625;46;
2013-04-16;0;21,7;17,575;14;65,833333;51;
2013-04-17;0;23,2;17,383333;13,4;72,916667;49;
2013-04-18;0;24,4;17,108333;11,4;74,375;35;
2013-04-19;0;26,1;18,05;12,6;73,291667;37;
2013-04-20;0;26,1;18,675;12,4;75,583333;52;
2013-04-21;,2;25,9;20,025;15,7;79,916667;50;
2013-04-22;0;26,8;19,6;14,5;75,5;42;
2013-04-23;0;26,8;19,904167;13,9;70,875;37;
2013-04-24;0;26,4;19,666667;15,5;76,208333;46;
2013-04-25;0;27,9;20,616667;14,7;69,5;38;
2013-04-26;0;28,1;20,679167;15,7;71,458333;43;
2013-04-27;0;28;21,404167;15,9;71,333333;41;
2013-04-28;0;31,6;23,2125;17;72,375;44;
2013-04-29;3,4;25,5;21,808333;20,1;86,791667;67;
2013-04-30;5,4;26,5;21,379167;18,5;77,041667;59;
2013-05-01;0;23,2;19,454167;16,8;78,833333;68;
2013-05-02;0;30,8;22,204167;16,6;80,541667;52;
2013-05-03;0;28,2;22,35;19,2;86,333333;70;
2013-05-04;,2;23,3;20,783333;19;78,666667;64;
2013-05-05;0;21,9;18,3375;15;67,625;42;
2013-05-06;0;20,4;15,908333;12,2;71;45;
2013-05-07;0;18,4;14,341667;11,8;67,875;38;
2013-05-08;,8;20,5;12,883333;7,2;66,291667;31;
2013-05-09;0;24,6;14,9375;9,1;68,041667;34;
2013-05-10;0;28,1;16,5125;8,5;67,416667;28;
2013-05-11;,2;27,4;18,2375;11,3;72,416667;41;
2013-05-12;0;21,4;17,6375;14,2;80,625;67;
2013-05-13;0;23,8;18,6875;14,4;83,041667;65;
2013-05-14;,2;26,5;21,570833;18;80,125;60;
2013-05-15;0;23,7;19,704167;18,4;86,083333;70;
2013-05-16;13,8;15,2;11,125;7,4;63,875;42;
2013-05-17;0;17;10,279167;5,6;76,375;55;
2013-05-18;0;16,4;12,866667;8,7;79,208333;69;
2013-05-19;1,4;18;15,329167;12;91,25;82;
2013-05-20;19,6;20,7;17,283333;14,8;92,791667;80;
2013-05-21;1,6;20,7;16,5375;15,5;86,125;59;
2013-05-22;0;16,3;13,8375;11;86,458333;79;
2013-05-23;0;21,3;16,233333;12,3;85,958333;66;
2013-05-24;0;19,3;15,316667;13,1;88,75;72;
2013-05-25;0;20,4;15,691667;13,4;83;54;
2013-05-26;,2;23;16,066667;12;80,666667;57;
2013-05-27;0;25,5;17,608333;12,6;76,25;41;
2013-05-28;0;25;18,270833;12,8;79,333333;55;
2013-05-29;,4;19,7;17,358333;16,6;87,083333;70;
2013-05-30;26,4;17,9;13,304167;9,3;70,833333;47;
2013-05-31;0;19,8;12,870833;7,1;72,833333;43;
2013-06-01;9,4;15,5;13,070833;10,4;89,958333;72;
2013-06-02;17,6;16;13,554167;12;93,5;83;
2013-06-03;,2;19;14,008333;11,4;82,125;53;
2013-06-04;0;21,4;13,391667;8,4;80,333333;55;
2013-06-05;,2;24,1;15,825;9,7;80,5;52;
2013-06-06;0;19,5;16,0125;12,2;79,916667;69;
2013-06-07;0;19,7;12,779167;7;80,166667;56;
2013-06-08;,2;19,5;12,770833;9;85,833333;48;
2013-06-09;,2;21,9;15,479167;9,8;81,75;58;
2013-06-10;0;23,1;17,745833;12,7;82,625;63;
2013-06-11;,2;16,8;14,466667;12,3;91,75;84;
2013-06-12;0;18,6;16,058333;13,6;86,583333;77;
2013-06-13;0;20,8;15,479167;12,9;84,125;58;
2013-06-14;,2;21;14,866667;11,7;83,166667;60;
2013-06-15;0;19,8;14,6875;12,3;76,541667;57;
2013-06-16;0;19,9;16,183333;12,9;78,875;66;
2013-06-17;3;17,5;15,195833;14,6;89,25;78;
2013-06-18;0;20,8;15,829167;12,9;85,5;70;
2013-06-19;2;17;14,5;14,1;90,916667;77;
2013-06-20;3,8;15,3;13,054167;11,4;89;73;
2013-06-21;35,6;16,4;14,65;12,9;92,875;82;
2013-06-22;7;17,1;13,6875;11,5;76,625;55;
2013-06-23;0;18,4;11,883333;7,4;82,375;60;
2013-06-24;,2;19,7;14,079167;10,2;86,291667;70;
2013-06-25;4;17,7;15,922727;13,3;91,136364;81;
2013-06-26;,2;15,9;14,354167;12,8;82,125;68;
2013-06-27;,2;18;12,191667;8;83,375;55;
2013-06-28;0;22,7;14,845833;8,8;83,083333;61;
2013-06-29;19,4;19,8;16,5625;12,9;88,5;71;
2013-06-30;0;17,5;12,695833;9,7;78,541667;44;
2013-07-01;,2;16,9;10,066667;5,5;83,708333;62;
2013-07-02;0;19,4;11,466667;5,6;77,5;41;
2013-07-03;0;22,9;14,6375;7,6;72,958333;47;
2013-07-04;0;23,7;17,216667;11,3;80,125;58;
2013-07-05;0;28,3;21,383333;16,1;69,166667;42;
2013-07-06;0;24,5;20,658333;17,5;77,458333;54;
2013-07-07;32,8;21;14,629167;13,6;93,208333;85;
2013-07-08;11,6;15,9;11,816667;8,9;87,625;81;
2013-07-09;,6;22,5;15,620833;11,3;81,291667;60;
